Auxiliary Boilers A/B Feed Water Header Pressure 2,Auxiliary Boilers Feed Water Header Pressure,Heat Recovery System Header Mass Flow,Heat Recovery System Header Mass Flow.1,Heat Recovery System Header Pressure,Heat Recovery System Header Pressure.1,Lube Oil Cooler Outlet Temperature,Lube Oil Tank Temperature,Motor Current Phase A,Motor Current Phase B,Motor Current Phase C,Motor Input Power,Motor Power Factor,Motor Voltage,Pump Discharge Pressure,Pump Discharge Volumetric Flow,Pump Journal 1 Bearing Temperature,Pump Journal 2 Bearing Temperature,Pump Shaft Speed,Pump Suction Pressure 1,Pump Suction Pressure 2,Pump Suction Strainer Differential Pressure,Pump Suction Temperature,Pump Thrust Bearing Temperature 1,Pump Thrust Bearing Temperature 2,Pump Radial Bearing Vibration
1302.418579,1303.174683,299655.5,303175.6563,1778.967041,1782.189941,62.30001831,67.92823029,147.3931885,147,145.6947174,NaN,NaN,4240.48291,1789.720093,863.3025513,134.9172516,142.7052002,3589.990234,24.81787872,16.54527855,0.286059737,226.9607697,93.55744171,80.70355225,9.807441711
1306.904541,1307.071411,300099.4063,303149,1778.838745,1782.163818,62.28642273,67.93065643,145.6971893,146,144.6971893,NaN,NaN,4245.183105,1789.773071,861.3620605,134.9152069,142.7044525,3589.990234,24.86107063,16.54008865,0.286553025,226.9609375,93.55988312,80.72015381,9.783408165
1314.777832,1310.330811,300172.1563,303122.375,1778.710449,1782.137695,62.27282715,67.93308258,146,146,144,NaN,NaN,4237,1789.82605,857.8297119,134.9131622,142.7037201,3589.990234,24.8453064,16.53490067,0.287046313,226.9611053,93.56232452,80.73675537,9.759374619
1307.655396,1312.421753,300119.5,303858.5625,1778.582031,1782.111694,62.25923538,67.9355011,145.6954346,145.6954346,144.697525,NaN,NaN,4232.697754,1789.879028,854.2973633,134.9111176,142.7029724,3589.990234,24.82954216,16.52971077,0.287539572,226.9612579,93.5647583,80.75335693,9.735342026
1299.390747,1301.424194,301223.0625,303564.8125,1778.453735,1782.085571,62.2456398,67.93792725,146,146,144.6952667,NaN,NaN,4236.008789,1789.932007,859.414856,134.9090729,142.7022247,3589.990234,24.81377792,16.52452087,0.28803286,226.9614258,93.56719971,80.7699585,9.711308479
1290.467285,1291.489624,302746.7188,305825.375,1778.114746,1781.591797,62.23204422,67.94035339,146.3010406,147,144.6020813,NaN,NaN,4236.107422,1789.759155,868.7316895,134.9070282,142.7014923,3589.990234,24.79801369,16.51933289,0.288526148,226.9615936,93.56964111,80.78656006,9.687274933
1290.160767,1290.253296,301923.8125,302888.4063,1777.667725,1781.021851,62.2359314,67.94277954,146,146,145,NaN,NaN,4238.762695,1789.470459,862.3410034,134.9049835,142.7007446,3589.990234,24.78224945,16.51414299,0.289019436,226.9617462,93.57208252,80.80316162,9.66324234
1289.854248,1290.393188,301260.1563,303308.875,1777.220703,1780.451904,62.28949356,67.94520569,147,147.301712,146,NaN,NaN,4235.413574,1789.181885,863.104126,134.9029388,142.7000122,3589.990234,24.71342087,16.50895309,0.289512724,226.9619141,93.57452393,80.81976318,9.652514458
1286.937134,1286.505859,301519.625,304332.9063,1776.773682,1779.88208,62.34305573,67.94762421,147,146.3077698,145,NaN,NaN,4239.918457,1788.893188,867.3449707,134.9008942,142.6992645,3589.990234,24.61727524,16.50376511,0.290006012,226.9620819,93.57696533,80.83636475,9.850248337
1283.599121,1283.14502,301698.1563,305778.0938,1776.32666,1779.312134,62.39661407,67.95005035,147,147,146,NaN,NaN,4233,1788.604614,872.213562,134.8988342,142.6985168,3589.990234,24.62072754,16.49857521,0.2904993,226.9622498,93.57940674,80.85296631,10.04798222
1284.718262,1287.143555,301499.8125,305782.5938,1775.879761,1778.742188,62.45017624,67.9524765,148,148,147.7225494,NaN,NaN,4233.609375,1788.31604,881.8901978,134.8967896,142.6977844,3589.990234,24.62417984,16.49338531,0.290992588,226.9624023,93.58184814,80.86956787,9.866761208
1291.043213,1291.136597,300952.9688,303865.5625,1775.432739,1778.172363,62.5037384,67.95490265,148,148,146.6989594,NaN,NaN,4238.09668,1788.027344,872.5429077,134.8947449,142.6970367,3589.990234,24.62763214,16.48819542,0.291485876,226.9625702,93.58428192,80.88616943,9.624190331
1297.368286,1295.043213,301666.6563,305113.875,1774.985718,1777.602417,62.55729675,67.9573288,147.3047333,148,146,NaN,NaN,4230.742676,1787.73877,871.6535034,134.8927002,142.6963043,3589.990234,24.62294006,16.48300743,0.291979134,226.962738,93.58672333,80.902771,9.381620407
1299.489136,1298.949829,302163.2813,306442.1563,1774.647827,1777.286987,62.61085892,67.95974731,147,147.2509003,145.2509003,NaN,NaN,4232.236328,1787.450073,873.1722412,134.8906555,142.6955566,3589.990234,24.60873985,16.47781754,0.292472422,226.9628906,93.58916473,80.91937256,9.343132973
1299.449463,1302.856445,302787.1875,305646.3125,1774.366089,1777.102417,62.66441727,67.96217346,148,148,146.6946106,NaN,NaN,4235.916016,1787.161499,879.5530396,134.8886108,142.6948242,3589.990234,24.59453964,16.47262764,0.29296571,226.9630585,93.59160614,80.93597412,9.337850571
1308.08606,1306.763184,301328.8125,303182.0313,1774.084351,1776.917847,62.71797943,67.96459961,147.3925934,147.3925934,146.3925934,NaN,NaN,4238.791016,1786.626343,866.78302,134.8865662,142.6940765,3589.990234,24.58033943,16.46743965,0.293458998,226.9632263,93.59404755,80.95256805,9.332569122
1306.3927,1306.02417,300726.4063,304655.4063,1773.802612,1776.733276,62.7715416,67.96702576,146,147,145,NaN,NaN,4229,1785.747192,867.2908325,134.8845215,142.6933289,3589.990234,24.56613922,16.46224976,0.293952286,226.9633789,93.59648895,80.96916962,9.32728672
1302.598633,1304.104736,301072.3438,303840.7188,1773.520874,1776.548706,62.82509995,67.9694519,146.3014679,146.6029358,145.3014679,NaN,NaN,4240.793945,1784.868042,867.2902222,134.8824768,142.6925964,3589.990234,24.55193901,16.45705986,0.294445574,226.9635468,93.59893036,80.98577118,9.322004318
1295.564697,1295.427979,302542.9688,305047.4688,1773.239136,1776.364136,62.87866211,67.97187805,147,147,146,NaN,NaN,4235.183105,1783.989014,870.5846558,134.8804321,142.6918488,3589.990234,24.5377388,16.45187187,0.294938862,226.9637146,93.60137177,81.00237274,9.316721916
1287.094849,1286.751099,304174.3438,305953.4688,1773.004272,1776.459229,62.93222427,67.97429657,146.3002777,147,145,NaN,NaN,4238,1783.109863,878.8427124,134.8783722,142.6911163,3589.990234,24.5037899,16.44668198,0.29543215,226.9638824,93.60380554,81.01963043,9.311439514
1285.843506,1285.71936,303083.875,305862.7813,1773.504028,1776.88208,62.98578262,67.97672272,148,147.749588,146.499176,NaN,NaN,4234.500977,1783.637451,875.7202759,134.8763275,142.6903687,3589.990234,24.55619812,16.44149208,0.294292778,226.964035,93.60624695,81.03721619,9.306158066
1289.374756,1288.625977,301821.0938,305336.125,1774.003784,1777.305054,63.03934479,67.97914886,147.6980591,148,146.6980591,NaN,NaN,4233.395996,1784.391479,876.8733521,134.8742828,142.6896362,3589.990234,24.59001541,16.43630219,0.2928904,226.9642029,93.60868835,81.05480194,9.300875664
1298.660278,1295.703125,300787.375,302873.5313,1774.50354,1777.728027,63.09290695,67.98157501,147,147,145,NaN,NaN,4232.783691,1785.14563,866.8439941,134.8722382,142.6888885,3589.990234,24.5918541,16.4455204,0.291488022,226.9643707,93.61112976,81.0723877,9.295593262
1310.811523,1304.926758,302047.2188,303352.6875,1775.003296,1778.150879,63.1464653,67.98400116,146,146,145,NaN,NaN,4240,1785.89978,868.3439941,134.8701935,142.6881409,3589.990234,24.61460686,16.46215248,0.290085673,226.9645233,93.61357117,81.08997345,9.29031086
1315.283569,1314.150513,300564.5,304017.5313,1775.503174,1778.573853,63.20002747,67.98641968,146,146.6975708,145,NaN,NaN,4239.882813,1786.653809,864.8488159,134.8681488,142.6874084,3589.990234,24.76302719,16.47878456,0.288683295,226.9646912,93.61601257,81.1075592,9.285028458
1313.574219,1313.818115,301390.2188,303860.3438,1776.00293,1778.996704,63.25358963,67.98884583,147,147.3050079,145.300705,NaN,NaN,4231.901855,1787.407959,861.3407593,134.8661041,142.6866608,3589.990234,24.79411507,16.49541664,0.287280917,226.964859,93.61845398,81.12514496,9.279746056
1311.86499,1311.93103,301167.8125,304027.75,1776.502686,1779.419678,63.30714798,67.99127197,145.6945953,146,144.6945953,NaN,NaN,4234.61084,1788.162109,864.7418213,134.8640594,142.6859283,3589.990234,24.82520103,16.51205063,0.285878569,226.9650116,93.62089539,81.14273071,9.274464607
1310.15564,1310.043945,300999.4375,303868.5938,1777.002441,1779.842651,63.36071014,67.99369812,146,146.7575073,145,NaN,NaN,4234.484863,1788.916138,860.8239136,134.8620148,142.6851807,3589.990234,24.85393524,16.52868271,0.284476191,226.9651794,93.62332916,81.16031647,9.269182205
1308.446411,1308.156738,300726.0313,303709.4375,1777.502197,1780.265503,63.41427231,67.99612427,145.6959229,146,144,NaN,NaN,4241.085938,1789.670288,858.1077881,134.8599548,142.6844482,3589.990234,24.88146591,16.54531479,0.283073813,226.9653473,93.62577057,81.17790222,9.263899803
1306.737061,1306.269653,301303.25,303829.9688,1778.001953,1780.688477,63.46783066,67.99854279,145.3034973,146.3006134,145.30896,NaN,NaN,4237,1790.376587,860.4591064,134.8579102,142.6837006,3589.990234,24.89198875,16.56194687,0.281671464,226.9654999,93.62821198,81.19548798,9.258617401
1301.719971,1304.564087,302662.6875,304949.5938,1778.182617,1780.790894,63.52139282,68.00096893,148,147,145,NaN,NaN,4234,1790.336914,867.6727295,134.8558655,142.6829529,3589.990234,24.8780098,16.57857895,0.280269086,226.9656677,93.63065338,81.21307373,9.253334999
1301.640503,1302.952026,301981.5625,305224.3125,1778.19873,1780.842163,63.57495499,68.00339508,146.3031464,147.3031464,145,NaN,NaN,4239.787598,1790.297119,867.8862305,134.8538208,142.6822205,3589.990234,24.86402893,16.59521103,0.278866708,226.9658356,93.63309479,81.23065948,9.269809723
1301.561157,1300.884888,302881.6875,305432.1875,1778.214966,1780.893311,63.62851334,68.00582123,147,147,145.691391,NaN,NaN,4227.361328,1790.257446,866.0886841,134.8517761,142.6814728,3589.990234,24.85004807,16.61184311,0.27746436,226.9660034,93.63553619,81.24824524,9.297438622
1297.40625,1298.744385,301625.7813,304624.5,1778.231079,1780.94458,63.6820755,68.00824738,146.6948547,146.3051453,145,NaN,NaN,4234.915527,1790.217651,866.4802246,134.8497314,142.6807404,3589.990234,24.84108353,16.6284771,0.276061982,226.966156,93.6379776,81.26583099,9.32506752
1291.221069,1292.7146,301696.4375,304397.4063,1778.247314,1780.995728,63.73563766,68.01066589,147.2479706,147.2479706,145.2479706,NaN,NaN,4242.168457,1790.177979,862.9780273,134.8476868,142.6799927,3589.990234,24.85797882,16.64510918,0.274659604,226.9663239,93.64041138,81.28341675,9.352696419
1292.877319,1292.923096,302864.75,304848.2188,1778.26355,1781.046875,63.78919601,68.01309204,147,147.6966553,145.3033447,NaN,NaN,4238.123535,1790.138184,870.3688354,134.8456421,142.679245,3589.990234,24.8483448,16.66174126,0.273257256,226.9664917,93.64285278,81.3010025,9.380324364
1294.533691,1293.131714,302349.375,305299.0313,1778.279663,1781.098145,63.84275818,68.01551819,146.695343,147,145,NaN,NaN,4239.257813,1790.098511,863.9384155,134.8435974,142.6785126,3589.990234,24.84698868,16.67837334,0.271854877,226.9666443,93.64529419,81.31858826,9.407953262
1295.309326,1293.340332,301348.6875,305223.7813,1778.295898,1781.149292,63.89632034,68.01794434,147,148,146,NaN,NaN,4231,1790.058716,865.652771,134.8415527,142.6777649,3589.990234,24.81002808,16.69500542,0.272406548,226.9668121,93.6477356,81.33617401,9.435582161
1293.474609,1293.54895,302295.3438,304501.7188,1778.312134,1781.200439,63.94987869,68.02037048,147.6980133,147.6980133,146,NaN,NaN,4235.905762,1790.019043,865.3831787,134.8394928,142.6770325,3589.990234,24.94840813,16.7116375,0.273276657,226.96698,93.650177,81.35375977,9.46321106
1291.639893,1293.757446,302160.3438,304733.9688,1778.328247,1781.251709,64.00344086,68.022789,147,146.6938782,145,NaN,NaN,4235.262695,1789.979248,872.5844116,134.8374481,142.6762848,3589.990234,24.95867538,16.72826958,0.274146765,226.9671326,93.65261841,81.37134552,9.490839958
1302.64209,1298.755615,302025.3125,304966.1875,1778.344482,1781.302856,64.05699921,68.02521515,146.6936035,147,146,NaN,NaN,4235,1789.939575,869.4299927,134.8354034,142.6755524,3589.990234,24.96894264,16.74490356,0.275016874,226.9673004,93.65505981,81.38893127,9.518468857
1308.015259,1308.734863,301890.3125,302929.25,1778.360596,1781.354126,64.08740997,68.0276413,146.1627655,146.233017,145.1627655,NaN,NaN,4234,1789.89978,861.5797729,134.8333588,142.6748047,3589.990234,24.9792099,16.76153564,0.275886983,226.9674683,93.65750122,81.40651703,9.543794632
1304.501099,1304.147705,302204.625,305950.375,1778.376831,1781.405273,64.05242157,68.03006744,147,147,145,NaN,NaN,4246.458984,1789.860107,864.9398193,134.8313141,142.674057,3589.990234,24.91957474,16.77816772,0.276757091,226.9676361,93.659935,81.42410278,9.531163216
1301.320679,1299.853027,302747.7188,306146.125,1778.393066,1781.456421,64.01743317,68.03249359,146.611618,147.3058167,145.3058167,NaN,NaN,4227.834961,1789.820313,872.166748,134.8292694,142.6733246,3589.990234,24.94531822,16.7947998,0.2776272,226.9677887,93.6623764,81.44168854,9.518531799
1300.819092,1300.059814,302778.4375,306606.5938,1778.40918,1781.50769,63.98244095,68.03491211,148,148,145,NaN,NaN,4240,1789.780518,871.5864868,134.8272247,142.6725769,3589.990234,24.97106171,16.81143188,0.27798757,226.9679565,93.66481781,81.45927429,9.505899429
1300.317505,1300.266479,301764.1875,306189.75,1778.425415,1781.558838,63.94745255,68.03733826,147.3937225,147.6968536,146.3937225,NaN,NaN,4238.181152,1789.740845,876.0890503,134.8251801,142.6718445,3589.990234,24.99680519,16.82806396,0.277753085,226.9681244,93.66725922,81.47686005,9.493268013
1299.815796,1300.473145,303071.3125,305772.875,1778.44165,1781.609985,63.91246414,68.0397644,147.3054047,147.3054047,146.3054047,NaN,NaN,4231.054199,1789.70105,875.3586426,134.8231354,142.6710968,3589.990234,25.02254868,16.84469604,0.27751857,226.968277,93.66970062,81.4944458,9.480636597
1299.314209,1300.679932,302674.5938,305886.2188,1778.457764,1781.661255,63.87747574,68.04219055,146.6959534,147,145,NaN,NaN,4238.087891,1789.661377,871.3275757,134.8210754,142.6703644,3589.990234,25.00613594,16.86133003,0.277284086,226.9684448,93.67214203,81.50029755,9.468004227
1303.164551,1301.037476,302582.3125,305067.0625,1778.473999,1781.712402,63.84248734,68.0446167,146.8614349,147,145.189682,NaN,NaN,4240.845215,1789.621582,869.0259399,134.8190308,142.6696167,3589.990234,25.05976295,16.87796211,0.277049601,226.9686127,93.67458344,81.4919281,9.45537281
1303.636841,1304.514771,301003.75,305353.625,1778.490112,1781.76355,63.80749893,68.04703522,146,146.3050385,145,NaN,NaN,4242.169922,1789.581909,865.4782715,134.8169861,142.668869,3589.990234,25.05422783,16.89459419,0.276815087,226.9687653,93.67702484,81.48355865,9.442741394
1300.247314,1304.014404,301633.125,303683.1875,1778.506348,1781.814819,63.77251053,68.04946136,147,147.3047485,145.3047485,NaN,NaN,4239.219238,1789.542114,862.5768433,134.8149414,142.6681366,3589.990234,25.04869461,16.91122627,0.276580602,226.9689331,93.67945862,81.47518158,9.430109024
1297.612183,1301.416382,302806.875,305389,1778.522583,1781.865967,63.73752213,68.05188751,147,148,146,NaN,NaN,4240,1789.502441,868.3916626,134.8128967,142.6673889,3589.990234,25.05970383,16.92785835,0.276346117,226.969101,93.67823792,81.46681213,9.417477608
1297.245972,1298.818481,302588.9375,306448.7188,1778.538696,1781.917236,63.70253372,68.05431366,147,147.2920227,145.2920227,NaN,NaN,4236.212402,1789.462646,872.9810791,134.8108521,142.6666565,3589.990234,25.07339287,16.94449043,0.276111603,226.9692688,93.67272186,81.45844269,9.404845238
1296.879883,1296.220581,302241.875,305593.9063,1778.554932,1781.968384,63.6675415,68.05673981,147,147,146,NaN,NaN,4240.223145,1789.422974,875.347229,134.8088074,142.6659088,3589.990234,25.08708382,16.96112251,0.275877118,226.9694214,93.66720581,81.45007324,9.411865234
1295.790283,1294.054932,301823.7188,305099,1778.571167,1782.019531,63.6325531,68.05915833,147.3056488,147.3056488,146.3056488,NaN,NaN,4236,1789.383179,867.8649902,134.8067627,142.6651764,3589.990234,25.10077477,16.9777565,0.275642633,226.9695892,93.66168976,81.4417038,9.441905975
1292.329834,1292.442139,302746.9688,305547.2813,1778.58728,1782.070801,63.5975647,68.06158447,147.1438141,147.539917,145.7699585,NaN,NaN,4233.840332,1789.343506,871.5615845,134.804718,142.6644287,3589.990234,25.11446571,16.99438858,0.275408119,226.9697571,93.65617371,81.43332672,9.471945763
1287.127075,1291.197388,303035.625,305995.5625,1778.603516,1782.121948,63.56257629,68.06401062,147.3067474,147.3067474,146,NaN,NaN,4237.159668,1789.303711,875.5786133,134.8026733,142.663681,3589.990234,25.18387604,17.01102066,0.276709348,226.9699097,93.65065765,81.42495728,9.497116089
1290.155396,1289.952515,302609.8438,306568,1778.619629,1782.173096,63.52758789,68.06643677,147,147.3048248,145.6096497,NaN,NaN,4243.304688,1789.264038,874.5982666,134.8006134,142.6629486,3589.990234,25.21502686,17.01578522,0.282372355,226.9700775,93.64513397,81.41658783,9.508453369
1297.497803,1295.587158,301587.9688,303543.75,1778.635864,1782.224365,63.49259949,68.06886292,148,148,146,NaN,NaN,4237,1789.224243,868.7330322,134.7985687,142.6622009,3589.990234,25.19166565,17.01428604,0.282457203,226.9702454,93.63961792,81.40821838,9.519791603
1299.098022,1297.258789,301748,305755.875,1778.6521,1782.275513,63.45761108,68.07128143,148,148,146,NaN,NaN,4231.440918,1789.184448,869.008606,134.796524,142.6614685,3589.990234,25.17819786,17.01278496,0.279675275,226.9703979,93.63410187,81.39984131,9.531128883
1300.698242,1298.93042,301895.125,303723.8125,1778.668213,1782.326782,63.42262268,68.07370758,147,147,145.6936035,NaN,NaN,4237,1789.144775,869.7035522,134.7944794,142.6607208,3589.990234,25.17633629,17.01128578,0.276893318,226.9705658,93.62858582,81.39147186,9.542467117
1305.920654,1304.065186,302042.25,304871.875,1778.684448,1782.37793,63.38763428,68.07613373,148,148,146,NaN,NaN,4240.734863,1789.10498,870.1552734,134.7924347,142.6599884,3589.990234,25.17447281,17.0097847,0.27411139,226.9707336,93.62306976,81.38310242,9.553804398
1315.434082,1313.30249,299364.3125,303077,1778.718262,1782.39209,63.35264206,68.07855988,145.8502502,146.7952728,144.7952728,NaN,NaN,4240.181152,1789.098389,863.2915649,134.79039,142.6592407,3589.990234,25.33403015,17.00828552,0.271329463,226.9709015,93.61755371,81.37473297,9.565142632
1319.388184,1319.44751,300101.5,301672.3438,1778.802368,1782.301392,63.31765366,68.08098602,147,146.3034821,145,NaN,NaN,4236.303711,1789.108765,855.0829468,134.7883453,142.658493,3589.990234,25.29107857,17.00678635,0.268547535,226.9710541,93.61203766,81.3663559,9.576479912
1316.825073,1316.864258,301521.125,302336.8125,1778.886353,1782.210693,63.28266525,68.08340454,144.611496,145.3066101,144,NaN,NaN,4236.401367,1789.119019,857.5940552,134.7863007,142.6577606,3589.990234,25.33668518,17.00528526,0.266250551,226.9712219,93.60652161,81.35798645,9.587818146
1314.262085,1314.281006,301020.625,304438.8125,1778.970337,1782.119995,63.24767685,68.08583069,146,146,145,NaN,NaN,4240,1789.129395,862.0058594,134.784256,142.6570129,3589.990234,25.25413132,17.00378609,0.271375239,226.9713898,93.60100555,81.349617,9.599155426
1309.04541,1309.753174,301731.4375,304899.0313,1779.054321,1782.029297,63.21268845,68.08825684,146.724411,146.2926788,145.2926788,NaN,NaN,4245.068848,1789.139648,860.8835449,134.782196,142.6562805,3589.990234,25.17222404,17.002285,0.276207089,226.9715424,93.59548187,81.34124756,9.61049366
1302.464355,1302.951294,302437.625,304036.9375,1779.138428,1781.938599,63.17770004,68.09068298,146,146,144.3029938,NaN,NaN,4240.177246,1789.150024,862.3681641,134.7801514,142.6555328,3589.990234,25.22761536,17.00078583,0.276514739,226.9717102,93.58996582,81.33287811,9.62183094
1290.552368,1293.745605,301682.25,304748.9375,1779.222412,1781.8479,63.14271164,68.09310913,146.3882294,146.6941223,145.3882294,NaN,NaN,4236.105957,1789.1604,862.0947266,134.7781067,142.6547852,3589.990234,25.19935799,16.99928474,0.276822388,226.9718781,93.58444977,81.32450104,9.633169174
1287.898193,1285.767578,302200.9688,303457.2813,1779.306396,1781.757202,63.10772324,68.09552765,147.7839966,148,145.7839966,NaN,NaN,4239.839844,1789.170654,868.4927979,134.776062,142.6540527,3589.990234,25.15761375,16.99778557,0.277130067,226.9720306,93.57893372,81.31613159,9.644507408
1291.38562,1289.619629,301234.5625,304087.6875,1779.390503,1781.666504,63.07273102,68.0979538,146.3070526,146.3070526,145.3070526,NaN,NaN,4243.850586,1789.18103,869.4906006,134.7740173,142.6533051,3589.990234,25.17899704,16.99628448,0.277437717,226.9721985,93.57341766,81.30776215,9.655844688
1294.873047,1293.47168,301689.75,304428.8125,1779.474487,1781.575684,63.03774261,68.10037994,147.3074493,148,146,NaN,NaN,4245.971191,1789.191406,867.6074829,134.7719727,142.6525726,3589.990234,25.13492775,16.99478531,0.277745396,226.9723663,93.56790161,81.2993927,9.667182922
1297.625,1297.323853,301864.5938,304218.875,1779.558472,1781.484985,63.00275421,68.10280609,148,148,146,NaN,NaN,4242,1789.20166,864.1474609,134.769928,142.651825,3589.990234,25.09085655,16.99328423,0.278053045,226.9725342,93.56238556,81.29101563,9.678520203
1299.998169,1301.175903,301365.5938,304282.5625,1779.642456,1781.394287,62.96776581,68.10523224,147.6960449,147.6960449,146,NaN,NaN,4237.39209,1789.212036,867.5089111,134.7678833,142.6510925,3589.990234,25.04678726,16.99178505,0.278360724,226.9726868,93.55686951,81.28264618,9.689858437
1302.371338,1303.494507,301172.4688,303848.875,1779.726563,1781.303589,62.9327774,68.10765839,147,147,146,NaN,NaN,4239.620605,1789.222412,860.5800781,134.7658386,142.6503448,3589.990234,25.00271797,16.99028397,0.278668374,226.9728546,93.55135345,81.27427673,9.701195717
1304.744507,1304.827881,300979.375,302685.3125,1779.78894,1781.212891,62.897789,68.1100769,147,147.6950378,145,NaN,NaN,4241.255371,1789.232666,856.1907349,134.7637939,142.6495972,3589.990234,24.95864868,16.98878479,0.278976023,226.9730225,93.54582977,81.26590729,9.712533951
1307.117676,1306.161255,300786.25,303543.7813,1779.769043,1781.122192,62.8628006,68.11250305,146.2283325,147,145.2283325,NaN,NaN,4239.716797,1789.243042,857.9678955,134.761734,142.6488647,3589.990234,25.05963326,16.98728561,0.279283702,226.973175,93.54031372,81.25753784,9.723871231
1309.490845,1307.494629,301136.5313,303276.9688,1779.749146,1781.031494,62.82781219,68.1149292,146,146,145,NaN,NaN,4241.612793,1789.253296,862.5285034,134.7596893,142.6481171,3589.990234,24.99072456,16.98578453,0.279591352,226.9733429,93.53479767,81.24916077,9.735209465
1314.589722,1312.524414,301049.7813,303010.1875,1779.729126,1780.940796,62.79282379,68.11735535,145.3075104,146.3082733,144.3075104,NaN,NaN,4227.694824,1789.263672,859.4022217,134.7576447,142.6473846,3589.990234,25.09635162,16.98428535,0.279899031,226.9735107,93.52928162,81.24079132,9.717068672
1312.334961,1311.86145,300542.125,302743.375,1779.709229,1780.850098,62.75783157,68.11978149,146,146,144,NaN,NaN,4233,1789.274048,855.8511963,134.7556,142.646637,3589.990234,25.01684189,16.98278427,0.290940046,226.9736633,93.52376556,81.23242188,9.694179535
1305.069824,1305.223755,300373.625,302550.5,1779.689331,1780.759399,62.72284317,68.12220001,145,145.3071747,144,NaN,NaN,4238.385742,1789.284302,860.7617798,134.7535553,142.6459045,3589.990234,25.11521721,16.9812851,0.28890413,226.9738312,93.51824951,81.22405243,9.671290398
1298.498413,1299.869019,300782.9063,303432.5313,1779.669434,1780.668579,62.68785477,68.12462616,146.6950531,147,145,NaN,NaN,4232.529297,1789.294678,860.2270508,134.7515106,142.6451569,3589.990234,25.0669651,16.97978401,0.286868185,226.973999,93.51273346,81.21567535,9.64840126
1297.618286,1297.89563,300862.3125,304088.75,1779.649536,1780.577881,62.65286636,68.12705231,146,146.6926117,145,NaN,NaN,4236.766602,1789.305054,860.0003662,134.7494659,142.6444092,3589.990234,25.03420258,16.97828484,0.284832269,226.9741669,93.50721741,81.20730591,9.625511169
1296.738281,1295.922119,302690.9375,304237.4375,1779.629517,1780.487183,62.61787796,68.12947845,147.5316315,148,145.7658081,NaN,NaN,4238.702637,1789.315308,861.9797363,134.7474213,142.6436768,3589.990234,24.9536705,16.97678375,0.282796323,226.9743195,93.50170135,81.19893646,9.602622032
1290.12439,1289.869751,301841.0313,304510.8438,1779.609619,1780.396484,62.58288956,68.1319046,146.693924,146.693924,144.693924,NaN,NaN,4240,1789.325684,865.2189331,134.7453766,142.6429291,3589.990234,25.01229668,16.97528458,0.280760407,226.9744873,93.4961853,81.19056702,9.577251434
1284.095703,1285.057495,301784.9375,304346.375,1779.589722,1780.359863,62.54790115,68.13432312,147,147.3076324,145.3068237,NaN,NaN,4235.384766,1789.335938,867.4009399,134.7433167,142.6421967,3589.990234,25.0481205,16.97378349,0.278724492,226.9746552,93.49066162,81.18218994,9.548983574
1288.04541,1288.997314,301728.8438,304136.25,1779.569824,1780.351563,62.51291275,68.13674927,146,147,146,NaN,NaN,4229,1789.346313,869.5829468,134.741272,142.641449,3589.990234,25.07202148,16.97228432,0.276688546,226.9748077,93.48514557,81.1738205,9.520715714
1297.274536,1293.857666,300733.3438,303926.125,1779.549805,1780.343262,62.47792435,68.13917542,147,148,146,NaN,NaN,4232.429199,1789.356689,863.6837769,134.7392273,142.6407166,3589.990234,25.06365013,16.97078323,0.27465263,226.9749756,93.47962952,81.16545105,9.494585991
1299.771729,1299.598022,302566.375,303852.1563,1779.529907,1780.334961,62.44293213,68.14160156,147,147.3074036,146.3074036,NaN,NaN,4233.537109,1789.366943,867.3100586,134.7371826,142.6399689,3589.990234,25.03876114,16.96928406,0.272616684,226.9751434,93.47411346,81.1570816,9.501552582
1300.579712,1300.448608,302694.0938,305637.6563,1779.51001,1780.32666,62.40794373,68.14402771,146.6121368,147.3060608,145.3060608,NaN,NaN,4237.163574,1789.377319,866.2280273,134.7351379,142.6392212,3589.990234,25.01387215,16.96778488,0.272372991,226.975296,93.46859741,81.14871216,9.508519173
1301.387817,1301.299194,301724.75,304007.25,1779.490112,1780.318481,62.37295532,68.14644623,147,147.7932129,145,NaN,NaN,4242.792969,1789.387695,868.5401611,134.7330933,142.6384888,3589.990234,25.13489151,16.9662838,0.281057715,226.9754639,93.46308136,81.14033508,9.515485764
1302.195801,1302.149658,301877.7813,303726.5,1779.470215,1780.310181,62.33796692,68.14887238,146,147.3032532,145.3032532,NaN,NaN,4232.787109,1789.397949,868.9231567,134.7310486,142.6377411,3589.990234,24.97174072,16.96478462,0.280127823,226.9756317,93.45756531,81.13196564,9.522452354
1303.003906,1303.000244,301467.5,303282.2813,1779.450195,1780.30188,62.30297852,68.15129852,146.388504,146.6942444,145.6942444,NaN,NaN,4235.248047,1789.408325,862.654541,134.7290039,142.6370087,3589.990234,25.06766319,16.96328354,0.279197931,226.9757996,93.45204926,81.12359619,9.529418945
1303.81189,1303.85083,301834.0625,303225.2813,1779.430298,1780.293579,62.26799011,68.15372467,148,147,146,NaN,NaN,4250,1789.418701,863.1494751,134.7269592,142.636261,3589.990234,25.03245926,16.96178436,0.278268069,226.9759521,93.4465332,81.11522675,9.53638649
